cod_a,cod_b,sim_nombre,sim_direccion,mismo_telefono,nombre_a,nombre_b,depto,municipio,idx_a,idx_b
05-01-0323-46,05-01-2540-46,90.9090909090909,40.57971014492754,True,LICEO ESPAÑOL AMERICANO 1RA,LICEO ESPAÑOL AMERICANO 5TA.,ESCUINTLA,ESCUINTLA,5566,5664
05-01-0323-46,05-01-2541-46,90.9090909090909,40.57971014492754,True,LICEO ESPAÑOL AMERICANO 1RA,LICEO ESPAÑOL AMERICANO 5TA.,ESCUINTLA,ESCUINTLA,5566,5665
17-09-0144-46,17-09-3863-46,90.69767441860466,100.0,False,INSTITUTO DIVERSIFICADO POR COOPERATIVA ITZAMNA,INSTITUTO DIVERSIFICADO POR COOPERATIVA,PETEN,SAN LUIS,318,343
01-14-0190-46,01-14-7084-46,90.56603773584906,58.82352941176471,True,LICEO MIXTO SAN JUAN 4A.,LICEO MIXTO SAN JUAN 4AV. 8A.,GUATEMALA,AMATITLAN,7351,7391
22-04-0035-46,22-04-0057-46,90.47619047619048,100.0,False,LICEO JUAN PABLO II,LICEO SAN JUAN PABLO II,JUTIAPA,AGUA BLANCA,9478,9481
22-04-0038-46,22-04-0058-46,90.47619047619048,100.0,False,LICEO JUAN PABLO II,LICEO SAN JUAN PABLO II,JUTIAPA,AGUA BLANCA,9479,9482
22-04-0047-46,22-04-0059-46,90.47619047619048,100.0,False,LICEO JUAN PABLO II,LICEO SAN JUAN PABLO II,JUTIAPA,AGUA BLANCA,9480,9483
13-02-0210-46,13-02-0290-46,90.41095890410959,100.0,False,COLEGIO JUAN PABLO II 5A. AV. 4-13,COLEGIO JUAN PABLO II 5TA. AVENDIA 4-13,HUEHUETENANGO,CHIANTLA,8309,8317
22-01-0334-46,22-01-0734-46,90.32258064516128,7.792207792207795,True,ESCUELA EN CIENCIAS DE LA COMUNICACIÓN ECCO II 6A.,ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO,JUTIAPA,JUTIAPA,9357,9431
22-01-0335-46,22-01-0666-46,90.32258064516128,7.792207792207795,True,ESCUELA EN CIENCIAS DE LA COMUNICACIÓN ECCO II 6A.,ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO,JUTIAPA,JUTIAPA,9358,9429
15-08-0171-46,15-08-0173-46,90.2654867256637,100.0,True,COLEGIO PARTICULAR MIXTO PURULHA PROFA. MARIA ZOE LOPEZ,COLEGIO PARTICULAR MIXTO PURULHÁ PROFESORA MARÍA ZOE LÓPEZ,BAJA VERAPAZ,PURULHA,4662,4663
17-13-0099-46,17-13-0100-46,90.2654867256637,60.86956521739131,True,"COLEGIO PRIVADO MIXTO ""JESÚS EL DIVINO MAESTRO"" -JEDIMA-","COLEGIO PRIVADO MIXTO "" JESÚS EL DIVINO MAESTRO"" -JEDIMA-",PETEN,LAS CRUCES,468,469
21-07-0001-46,21-07-0092-46,90.19607843137256,52.38095238095239,True,COLEGIO PARTICULAR MIXTO EL DIVINO MAESTRO 3A.,COLEGIO PARTICULAR MIXTO EL DIVINO MAESTRO 3RA. AV. 1-44,JALAPA,MATAQUESCUINTLA,9290,9295
01-14-0078-46,01-14-8181-46,90.19607843137256,0.0,True,LICEO APLICADO EN COMPUTACION DE AMATITLAN 5TA.,LICEO APLICADO EN COMPUTACION DE AMATITLAN 5A. AV. 6-86,GUATEMALA,AMATITLAN,7307,7405
01-15-0582-46,01-15-0623-46,90.14084507042254,45.36082474226804,True,LICEO INTERCULTURAL DE GUATEMALA II,LICEO INTERCULTURAL DE GUATEMALA 3A.,GUATEMALA,VILLA NUEVA,7588,7604
17-03-0111-46,17-03-0112-46,90.0,100.0,False,INSTITUTO MIXTO PRIVADO EDUCATIVO DE BACHILLERATO IMPEB,INSTITUTO MIXTO PRIVADO DE BACHILLERATO IMPEB,PETEN,SAN BENITO,103,104
